Price,Close,High,Low,Open,Volume
Ticker,METROPOLIS.NS,METROPOLIS.NS,METROPOLIS.NS,METROPOLIS.NS,METROPOLIS.NS
Date,,,,,
2019-04-15,939.9524536132812,962.3288129751069,915.617613671265,938.140827697403,7279787
2019-04-16,964.923828125,984.7540488624714,951.605777858661,974.3738090757579,1207704
2019-04-18,950.3327026367188,964.3852049911064,930.3555682233955,964.3852049911064,326059
2019-04-22,925.8999633789062,943.0371916804725,919.2409380499937,943.0371916804725,165743
2019-04-23,933.09765625,947.199172097174,920.2202880146853,930.3067598783306,106739
2019-04-24,938.8753051757812,957.1387183317538,925.4103399125041,934.2237717211946,120780
2019-04-25,930.0618286132812,956.159402121185,926.5854315211167,944.9956984594014,73361
2019-04-26,929.131591796875,935.0072132371207,915.6176744382923,927.5647833207744,40546
2019-04-30,928.2012329101562,939.5118515086436,907.8813763094536,921.4932559643942,64380
2019-05-02,927.4177856445312,938.0918542109848,914.5404190056354,936.867766520791,61526
2019-05-03,930.45361328125,932.6569712521913,916.5969159115882,925.4592993518369,31369
2019-05-06,923.5986938476562,932.6569430094462,907.7834565382975,913.7569807262173,44901
2019-05-07,911.4067993164062,928.3481620496165,908.7627577869664,922.66840676743,64134
2019-05-08,918.6043701171875,922.4724992388906,911.3087954038326,911.7494789338837,79395
2019-05-09,919.8284912109375,921.4932625127108,905.8738907956281,918.5554518989615,39210
2019-05-10,926.3896484375,928.3481889204545,912.777768173001,920.6119301048192,39493
2019-05-13,902.103759765625,928.2012758784717,888.1981103616585,928.2012758784717,173163
2019-05-14,894.07373046875,905.8249733664773,888.1981090198864,905.8249733664773,62120
2019-05-15,912.2881469726562,915.9604104342302,890.0097486391073,898.9700953933132,53735
2019-05-16,905.6290283203125,910.7212450855247,898.0886361650853,906.7552129076821,50712
2019-05-17,900.879638671875,909.4482529811108,897.1094125138651,903.5236801841355,68438
2019-05-20,944.5550537109375,948.9128180284141,899.9493083262256,908.7627400726195,175153
2019-05-21,954.7395629882812,956.7470550905273,921.1995561951896,944.0165415632225,60236
2019-05-22,935.7416381835938,959.6848067969487,926.5854856185463,959.6848067969487,34616
2019-05-23,920.9547119140625,949.8921356385534,915.7155802524592,940.09943320929,15375
2019-05-24,930.3067016601562,932.6569740775776,911.3578469606215,915.6176484760485,12441
2019-05-27,951.9485473632812,954.7884548806339,925.5572630160987,935.2030506779543,27745
2019-05-28,946.7583618164062,957.7261993664036,943.0860987820259,954.7883889388993,16690
2019-05-29,945.1915893554688,948.9128040841701,941.7641437266818,947.8845823495157,24710
2019-05-30,940.2952880859375,948.3253159369017,935.3009740441603,935.3499853716565,12582
